committee,date,alderman,status,period,total_absences,,date,,
Committee on Housing and Real Estate,11/9/15 0:00,"Moore, Joseph",20,10,,,40855,,
Committee on Housing and Real Estate,11/9/15 0:00,"Scott, Jr. Michael",20,10,,,40855,,
Committee on Aviation,11/12/15 0:00,"Pawar, Ameya",20,10,6,,40858,,
Committee on Aviation,11/12/15 0:00,"Brookins, Jr., Howard",20,10,,,40858,,
Committee on Aviation,11/12/15 0:00,"Cardenas, George A.",20,10,,,40858,,
Committee on Aviation,11/12/15 0:00,"Curtis, Derrick G.",20,10,,,40858,,
Committee on Aviation,11/12/15 0:00,"Maldonado, Roberto",20,10,,,40858,,
Committee on Aviation,11/12/15 0:00,"O'Connor, Patrick",20,10,,,40858,,
Committee on Aviation,11/12/15 0:00,"Arena, John",20,10,,,40858,,
Committee on Aviation,11/12/15 0:00,"Burke, Edward M.",20,10,,,40858,,
Committee on Aviation,11/12/15 0:00,"Cochran, Willie",20,10,,,40858,,
Committee on Aviation,11/12/15 0:00,"Dowell, Pat",20,10,,,40858,,
Committee on Aviation,11/12/15 0:00,"Lopez, Raymond A.",20,10,,,40858,,
Committee on Aviation,11/12/15 0:00,"Mitts, Emma",20,10,,,40858,,
Committee on Aviation,11/12/15 0:00,"Napolitano, Anthony V.",20,10,,,40858,,
Committee on Aviation,11/12/15 0:00,"Quinn, Marty",20,10,,,40858,,
Committee on Aviation,11/12/15 0:00,"Reboyras, Ariel",20,10,,,40858,,
Committee on Aviation,11/12/15 0:00,"Solis, Daniel",20,10,,,40858,,
Committee on Aviation,11/12/15 0:00,"Villegas, Gilbert",20,10,,,40858,,
Committee on Aviation,11/12/15 0:00,"Zalewski, Michael R.",20,10,,,40858,,
Committee on Finance,11/16/15 0:00,"Arena, John",20,10,0,,40862,,
Committee on Finance,11/16/15 0:00,"Austin, Carrie M.",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Beale, Anthony",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Brookins, Jr., Howard",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Burke, Edward M.",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Burnett, Jr., Walter",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Burns, William D.",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Cardenas, George A.",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Cochran, Willie",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Dowell, Pat",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Ervin, Jason C.",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Foulkes, Toni",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Hairston, Leslie A.",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Harris, Michelle A.",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Laurino, Margaret",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Maldonado, Roberto",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Mitchell, Gregory I.",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Mitts, Emma",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Moore, Joseph",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Moreno, Proco Joe",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Munoz, Ricardo",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"O'Connor, Patrick",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"O'Shea, Matthew J.",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Osterman, Harry",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Quinn, Marty",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Reboyras, Ariel",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Reilly, Brendan",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Sawyer, Roderick T.",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Silverstein, Debra L.",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Solis, Daniel",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Sposato, Nicholas",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Thompson, Patrick D.",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Tunney, Thomas",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Waguespack, Scott",20,10,,,40862,,
Committee on Finance,11/16/15 0:00,"Zalewski, Michael R.",20,10,,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Smith, Michele",20,10,8,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Arena, John",20,10,,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Hairston, Leslie A.",20,10,,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Moore, Joseph",20,10,,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Moreno, Proco Joe",20,10,,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Pawar, Ameya",20,10,,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Quinn, Marty",20,10,,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Scott, Jr. Michael",20,10,,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Burnett, Jr., Walter",20,10,,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Curtis, Derrick G.",20,10,,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Hopkins, Brian",20,10,,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Ramirez-Rosa, Carlos",20,10,,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Sadlowski Garza, Susan",20,10,,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Santiago, Milagros S.",20,10,,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Sawyer, Roderick T.",20,10,,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Silverstein, Debra L.",20,10,,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Sposato, Nicholas",20,10,,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Thompson, Patrick D.",20,10,,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Tunney, Thomas",20,10,,,40862,,
"Committee on Special Events, Cultural Affairs and Recreation",11/16/15 0:00,"Waguespack, Scott",20,10,,,40862,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"Zalewski, Michael R.",20,10,8,,40863,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"Cochran, Willie",20,10,,,40863,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"Hairston, Leslie A.",20,10,,,40863,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"Moreno, Proco Joe",20,10,,,40863,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"O'Connor, Patrick",20,10,,,40863,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"Ramirez-Rosa, Carlos",20,10,,,40863,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"Santiago, Milagros S.",20,10,,,40863,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"Thompson, Patrick D.",20,10,,,40863,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"Arena, John",20,10,,,40863,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"Brookins, Jr., Howard",20,10,,,40863,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"Ervin, Jason C.",20,10,,,40863,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"Foulkes, Toni",20,10,,,40863,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"Mitchell, Gregory I.",20,10,,,40863,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"Mitts, Emma",20,10,,,40863,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"Moore, David H.",20,10,,,40863,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"Pawar, Ameya",20,10,,,40863,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"Scott, Jr. Michael",20,10,,,40863,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"Smith, Michele",20,10,,,40863,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"Tunney, Thomas",20,10,,,40863,,
"Committee on Economic, Capital and Technology Development",11/17/15 0:00,"Villegas, Gilbert",20,10,,,40863,,
Committee on License and Consumer Protection,11/17/15 0:00,"Waguespack, Scott",20,10,5,,40863,,
Committee on License and Consumer Protection,11/17/15 0:00,"Harris, Michelle A.",20,10,,,40863,,
Committee on License and Consumer Protection,11/17/15 0:00,"Maldonado, Roberto",20,10,,,40863,,
Committee on License and Consumer Protection,11/17/15 0:00,"O'Shea, Matthew J.",20,10,,,40863,,
Committee on License and Consumer Protection,11/17/15 0:00,"Sawyer, Roderick T.",20,10,,,40863,,
Committee on License and Consumer Protection,11/17/15 0:00,"Arena, John",20,10,,,40863,,
Committee on License and Consumer Protection,11/17/15 0:00,"Cappleman, James",20,10,,,40863,,
Committee on License and Consumer Protection,11/17/15 0:00,"Cochran, Willie",20,10,,,40863,,
Committee on License and Consumer Protection,11/17/15 0:00,"Mitchell, Gregory I.",20,10,,,40863,,
Committee on License and Consumer Protection,11/17/15 0:00,"Mitts, Emma",20,10,,,40863,,
Committee on License and Consumer Protection,11/17/15 0:00,"Moore, David H.",20,10,,,40863,,
Committee on License and Consumer Protection,11/17/15 0:00,"Quinn, Marty",20,10,,,40863,,
Committee on License and Consumer Protection,11/17/15 0:00,"Reboyras, Ariel",20,10,,,40863,,
Committee on License and Consumer Protection,11/17/15 0:00,"Scott, Jr. Michael",20,10,,,40863,,
Committee on License and Consumer Protection,11/17/15 0:00,"Silverstein, Debra L.",20,10,,,40863,,
Committee on License and Consumer Protection,11/17/15 0:00,"Smith, Michele",20,10,,,40863,,
Committee on License and Consumer Protection,11/17/15 0:00,"Taliaferro, Chris",20,10,,,40863,,
Committee on License and Consumer Protection,11/17/15 0:00,"Tunney, Thomas",20,10,,,40863,,
Committee on Transportation and Public Way,11/17/15 0:00,"Dowell, Pat",20,10,2,,40863,,
Committee on Transportation and Public Way,11/17/15 0:00,"Beale, Anthony",20,10,,,40863,,
Committee on Transportation and Public Way,11/17/15 0:00,"Burns, William D.",20,10,,,40863,,
Committee on Transportation and Public Way,11/17/15 0:00,"Ervin, Jason C.",20,10,,,40863,,
Committee on Transportation and Public Way,11/17/15 0:00,"Lopez, Raymond A.",20,10,,,40863,,
Committee on Transportation and Public Way,11/17/15 0:00,"Mell, Deborah",20,10,,,40863,,
Committee on Transportation and Public Way,11/17/15 0:00,"Napolitano, Anthony V.",20,10,,,40863,,
Committee on Transportation and Public Way,11/17/15 0:00,"O'Shea, Matthew J.",20,10,,,40863,,
Committee on Transportation and Public Way,11/17/15 0:00,"Quinn, Marty",20,10,,,40863,,
Committee on Transportation and Public Way,11/17/15 0:00,"Reilly, Brendan",20,10,,,40863,,
Committee on Transportation and Public Way,11/17/15 0:00,"Sadlowski Garza, Susan",20,10,,,40863,,
Committee on Transportation and Public Way,11/17/15 0:00,"Santiago, Milagros S.",20,10,,,40863,,
Committee on Transportation and Public Way,11/17/15 0:00,"Smith, Michele",20,10,,,40863,,
Committee on Transportation and Public Way,11/17/15 0:00,"Taliaferro, Chris",20,10,,,40863,,
Committee on Transportation and Public Way,11/17/15 0:00,"Villegas, Gilbert",20,10,,,40863,,
"Committee on Zoning, Landmarks and Building Standards",11/17/15 0:00,"Tunney, Thomas",20,10,9,,40863,,
"Committee on Zoning, Landmarks and Building Standards",11/17/15 0:00,"Austin, Carrie M.",20,10,,,40863,,
"Committee on Zoning, Landmarks and Building Standards",11/17/15 0:00,"Burke, Edward M.",20,10,,,40863,,
"Committee on Zoning, Landmarks and Building Standards",11/17/15 0:00,"Cardenas, George A.",20,10,,,40863,,
"Committee on Zoning, Landmarks and Building Standards",11/17/15 0:00,"Harris, Michelle A.",20,10,,,40863,,
"Committee on Zoning, Landmarks and Building Standards",11/17/15 0:00,"Laurino, Margaret",20,10,,,40863,,
"Committee on Zoning, Landmarks and Building Standards",11/17/15 0:00,"Moreno, Proco Joe",20,10,,,40863,,
"Committee on Zoning, Landmarks and Building Standards",11/17/15 0:00,"Pawar, Ameya",20,10,,,40863,,
"Committee on Zoning, Landmarks and Building Standards",11/17/15 0:00,"Reilly, Brendan",20,10,,,40863,,
"Committee on Zoning, Landmarks and Building Standards",11/17/15 0:00,"Brookins, Jr., Howard",20,10,,,40863,,
"Committee on Zoning, Landmarks and Building Standards",11/17/15 0:00,"Burnett, Jr., Walter",20,10,,,40863,,
"Committee on Zoning, Landmarks and Building Standards",11/17/15 0:00,"Cappleman, James",20,10,,,40863,,
"Committee on Zoning, Landmarks and Building Standards",11/17/15 0:00,"Foulkes, Toni",20,10,,,40863,,
"Committee on Zoning, Landmarks and Building Standards",11/17/15 0:00,"Mell, Deborah",20,10,,,40863,,
"Committee on Zoning, Landmarks and Building Standards",11/17/15 0:00,"Moore, David H.",20,10,,,40863,,
"Committee on Zoning, Landmarks and Building Standards",11/17/15 0:00,"O'Shea, Matthew J.",20,10,,,40863,,
"Committee on Zoning, Landmarks and Building Standards",11/17/15 0:00,"Solis, Daniel",20,10,,,40863,,
City Council,11/18/15 0:00,"Maldonado, Roberto",20,10,2,,40864,,
City Council,11/18/15 0:00,"Austin, Carrie M.",20,10,,,40864,,
City Council,11/18/15 0:00,"Arena, John",20,10,,,40864,,
City Council,11/18/15 0:00,"Beale, Anthony",20,10,,,40864,,
City Council,11/18/15 0:00,"Brookins, Jr., Howard",20,10,,,40864,,
City Council,11/18/15 0:00,"Burke, Edward M.",20,10,,,40864,,
City Council,11/18/15 0:00,"Burnett, Jr., Walter",20,10,,,40864,,
City Council,11/18/15 0:00,"Burns, William D.",20,10,,,40864,,
City Council,11/18/15 0:00,"Cappleman, James",20,10,,,40864,,
City Council,11/18/15 0:00,"Cardenas, George A.",20,10,,,40864,,
City Council,11/18/15 0:00,"Cochran, Willie",20,10,,,40864,,
City Council,11/18/15 0:00,"Curtis, Derrick G.",20,10,,,40864,,
City Council,11/18/15 0:00,"Dowell, Pat",20,10,,,40864,,
City Council,11/18/15 0:00,"Ervin, Jason C.",20,10,,,40864,,
City Council,11/18/15 0:00,"Foulkes, Toni",20,10,,,40864,,
City Council,11/18/15 0:00,"Hairston, Leslie A.",20,10,,,40864,,
City Council,11/18/15 0:00,"Harris, Michelle A.",20,10,,,40864,,
City Council,11/18/15 0:00,"Hopkins, Brian",20,10,,,40864,,
City Council,11/18/15 0:00,"Laurino, Margaret",20,10,,,40864,,
City Council,11/18/15 0:00,"Lopez, Raymond A.",20,10,,,40864,,
City Council,11/18/15 0:00,"Mell, Deborah",20,10,,,40864,,
City Council,11/18/15 0:00,"Mitchell, Gregory I.",20,10,,,40864,,
City Council,11/18/15 0:00,"Mitts, Emma",20,10,,,40864,,
City Council,11/18/15 0:00,"Moore, David H.",20,10,,,40864,,
City Council,11/18/15 0:00,"Moore, Joseph",20,10,,,40864,,
City Council,11/18/15 0:00,"Moreno, Proco Joe",20,10,,,40864,,
City Council,11/18/15 0:00,"Munoz, Ricardo",20,10,,,40864,,
City Council,11/18/15 0:00,"Napolitano, Anthony V.",20,10,,,40864,,
City Council,11/18/15 0:00,"O'Connor, Patrick",20,10,,,40864,,
City Council,11/18/15 0:00,"O'Shea, Matthew J.",20,10,,,40864,,
City Council,11/18/15 0:00,"Osterman, Harry",20,10,,,40864,,
City Council,11/18/15 0:00,"Pawar, Ameya",20,10,,,40864,,
City Council,11/18/15 0:00,"Quinn, Marty",20,10,,,40864,,
City Council,11/18/15 0:00,"Ramirez-Rosa, Carlos",20,10,,,40864,,
City Council,11/18/15 0:00,"Reboyras, Ariel",20,10,,,40864,,
City Council,11/18/15 0:00,"Reilly, Brendan",20,10,,,40864,,
City Council,11/18/15 0:00,"Sadlowski Garza, Susan",20,10,,,40864,,
City Council,11/18/15 0:00,"Santiago, Milagros S.",20,10,,,40864,,
City Council,11/18/15 0:00,"Sawyer, Roderick T.",20,10,,,40864,,
City Council,11/18/15 0:00,"Scott, Jr. Michael",20,10,,,40864,,
City Council,11/18/15 0:00,"Silverstein, Debra L.",20,10,,,40864,,
City Council,11/18/15 0:00,"Smith, Michele",20,10,,,40864,,
City Council,11/18/15 0:00,"Solis, Daniel",20,10,,,40864,,
City Council,11/18/15 0:00,"Sposato, Nicholas",20,10,,,40864,,
City Council,11/18/15 0:00,"Taliaferro, Chris",20,10,,,40864,,
City Council,11/18/15 0:00,"Thompson, Patrick D.",20,10,,,40864,,
City Council,11/18/15 0:00,"Tunney, Thomas",20,10,,,40864,,
City Council,11/18/15 0:00,"Villegas, Gilbert",20,10,,,40864,,
City Council,11/18/15 0:00,"Waguespack, Scott",20,10,,,40864,,
City Council,11/18/15 0:00,"Zalewski, Michael R.",20,10,,,40864,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Zalewski, Michael R.",20,10,43,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Arena, John",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Austin, Carrie M.",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Beale, Anthony",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Brookins, Jr., Howard",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Burke, Edward M.",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Burnett, Jr., Walter",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Burns, William D.",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Cappleman, James",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Cardenas, George A.",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Cochran, Willie",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Curtis, Derrick G.",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Dowell, Pat",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Ervin, Jason C.",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Foulkes, Toni",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Hairston, Leslie A.",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Harris, Michelle A.",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Hopkins, Brian",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Laurino, Margaret",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Lopez, Raymond A.",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Maldonado, Roberto",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Mell, Deborah",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Mitchell, Gregory I.",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Mitts, Emma",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Moore, Joseph",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Moreno, Proco Joe",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Munoz, Ricardo",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Napolitano, Anthony V.",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"O'Connor, Patrick",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"O'Shea, Matthew J.",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Osterman, Harry",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Pawar, Ameya",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Quinn, Marty",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Reilly, Brendan",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Sadlowski Garza, Susan",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Sawyer, Roderick T.",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Scott, Jr. Michael",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Silverstein, Debra L.",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Solis, Daniel",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Taliaferro, Chris",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Thompson, Patrick D.",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Villegas, Gilbert",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Waguespack, Scott",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Moore, David H.",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Ramirez-Rosa, Carlos",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Reboyras, Ariel",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Santiago, Milagros S.",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Smith, Michele",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Sposato, Nicholas",20,10,,,40877,,
"Committee on Committees, Rules and Ethics",12/1/15 0:00,"Tunney, Thomas",20,10,,,40877,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"Zalewski, Michael R.",20,10,8,,40883,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"Moore, David H.",20,10,,,40883,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"Moreno, Proco Joe",20,10,,,40883,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"O'Connor, Patrick",20,10,,,40883,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"Ramirez-Rosa, Carlos",20,10,,,40883,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"Santiago, Milagros S.",20,10,,,40883,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"Smith, Michele",20,10,,,40883,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"Thompson, Patrick D.",20,10,,,40883,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"Arena, John",20,10,,,40883,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"Brookins, Jr., Howard",20,10,,,40883,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"Cochran, Willie",20,10,,,40883,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"Ervin, Jason C.",20,10,,,40883,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"Foulkes, Toni",20,10,,,40883,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"Hairston, Leslie A.",20,10,,,40883,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"Mitchell, Gregory I.",20,10,,,40883,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"Mitts, Emma",20,10,,,40883,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"Pawar, Ameya",20,10,,,40883,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"Scott, Jr. Michael",20,10,,,40883,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"Tunney, Thomas",20,10,,,40883,,
"Committee on Economic, Capital and Technology Development",12/7/15 0:00,"Villegas, Gilbert",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Tunney, Thomas",20,10,11,,40883,,
Committee on Finance,12/7/15 0:00,"Austin, Carrie M.",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Brookins, Jr., Howard",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Burnett, Jr., Walter",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Cardenas, George A.",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Maldonado, Roberto",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Moreno, Proco Joe",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"O'Connor, Patrick",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Reilly, Brendan",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Sawyer, Roderick T.",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Solis, Daniel",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Arena, John",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Beale, Anthony",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Burke, Edward M.",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Burns, William D.",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Cochran, Willie",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Dowell, Pat",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Ervin, Jason C.",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Foulkes, Toni",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Hairston, Leslie A.",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Harris, Michelle A.",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Laurino, Margaret",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Lopez, Raymond A.",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Mitchell, Gregory I.",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Mitts, Emma",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Moore, Joseph",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Munoz, Ricardo",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"O'Shea, Matthew J.",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Osterman, Harry",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Quinn, Marty",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Reboyras, Ariel",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Silverstein, Debra L.",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Sposato, Nicholas",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Thompson, Patrick D.",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Waguespack, Scott",20,10,,,40883,,
Committee on Finance,12/7/15 0:00,"Zalewski, Michael R.",20,10,,,40883,,
Committee on Housing and Real Estate,12/7/15 0:00,"Austin, Carrie M.",20,10,0,,40883,,
Committee on Housing and Real Estate,12/7/15 0:00,"Burnett, Jr., Walter",20,10,,,40883,,
Committee on Housing and Real Estate,12/7/15 0:00,"Burns, William D.",20,10,,,40883,,
Committee on Housing and Real Estate,12/7/15 0:00,"Cappleman, James",20,10,,,40883,,
