Committee on License and Consumer Protection,3/8/16 0:00,"Sawyer, Roderick T.",0,11,3
Committee on Transportation and Public Way,12/12/11 0:00,"Suarez, Regner Ray",0,2,3
Committee on Transportation and Public Way,7/18/12 0:00,"Maldonado, Roberto",0,4,3
Committee on Transportation and Public Way,10/9/13 0:00,"Pope, John",0,6,3
Committee on Transportation and Public Way,6/18/14 0:00,"Pope, John",0,7,3
Committee on Transportation and Public Way,9/3/14 0:00,"Reilly, Brendan",0,8,3
Committee on Transportation and Public Way,4/6/16 0:00,"Smith, Michele",0,11,3
Committee on Transportation and Public Way,5/11/16 0:00,"Villegas, Gilbert",0,11,3
City Council,11/9/11 0:00,"O'Connor, Patrick",0,2,4
City Council,6/6/12 0:00,"Moreno, Proco Joe",0,3,4
City Council,7/17/13 0:00,"Solis, Daniel",0,6,4
City Council,5/6/15 0:00,"Pawar, Ameya",0,9,4
City Council,6/17/15 0:00,"Moore, Joseph",0,9,4
City Council,1/13/16 0:00,"Zalewski, Michael R.",0,11,4
City Council,11/30/16 0:00,"Sawyer, Roderick T.",0,12,4
City Council,12/14/16 0:00,"Silverstein, Debra L.",0,12,4
Committee on Aviation,9/3/14 0:00,"Solis, Daniel",0,8,4
Committee on Aviation,3/10/16 0:00,"Pawar, Ameya",0,11,4
Committee on Finance,12/8/14 0:00,"Suarez, Regner Ray",0,8,4
Committee on Finance,1/11/16 0:00,"Sposato, Nicholas",0,11,4
Committee on Housing and Real Estate,1/14/15 0:00,"Thompson, JoAnn",0,9,4
Committee on Housing and Real Estate,6/21/16 0:00,"Sadlowski Garza, Susan",0,11,4
Committee on Housing and Real Estate,9/29/16 0:00,"Pawar, Ameya",0,12,4
Committee on License and Consumer Protection,1/17/12 0:00,"O'Connor, Mary",0,3,4
Committee on License and Consumer Protection,4/10/12 0:00,"Sawyer, Roderick T.",0,3,4
Committee on License and Consumer Protection,7/19/12 0:00,"Moreno, Proco Joe",0,4,4
Committee on License and Consumer Protection,8/29/12 0:00,"Silverstein, Debra L.",0,4,4
Committee on License and Consumer Protection,11/13/12 0:00,"Moreno, Proco Joe",0,4,4
Committee on License and Consumer Protection,12/5/12 0:00,"O'Connor, Mary",0,4,4
Committee on License and Consumer Protection,2/7/13 0:00,"Sawyer, Roderick T.",0,5,4
Committee on License and Consumer Protection,3/4/14 0:00,"Tunney, Thomas",0,7,4
Committee on License and Consumer Protection,7/23/14 0:00,"Sawyer, Roderick T.",0,8,4
Committee on License and Consumer Protection,1/12/16 0:00,"Sawyer, Roderick T.",0,11,4
Committee on License and Consumer Protection,4/12/16 0:00,"Quinn, Marty",0,11,4
Committee on Pedestrian and Traffic Safety,2/9/12 0:00,"Munoz, Ricardo",0,3,4
Committee on Transportation and Public Way,3/7/12 0:00,"Reilly, Brendan",0,3,4
Committee on Transportation and Public Way,5/31/12 0:00,"Reboyras, Ariel",0,3,4
Committee on Transportation and Public Way,4/2/13 0:00,"Suarez, Regner Ray",0,5,4
Committee on Transportation and Public Way,9/4/13 0:00,"Reilly, Brendan",0,6,4
Committee on Transportation and Public Way,4/28/14 0:00,"Reilly, Brendan",0,7,4
Committee on Transportation and Public Way,7/14/16 0:00,"Taliaferro, Chris",0,12,4
"Committee on Zoning, Landmarks and Building Standards",1/13/15 0:00,"Laurino, Margaret",0,9,4
City Council,3/10/15 0:00,"Solis, Daniel",0,9,5
"Committee on Economic, Capital and Technology Development",9/9/13 0:00,"Zalewski, Michael R.",0,6,5
Committee on Housing and Real Estate,2/6/13 0:00,"Waguespack, Scott",0,5,5
Committee on Housing and Real Estate,1/8/14 0:00,"Waguespack, Scott",0,7,5
Committee on Housing and Real Estate,1/28/14 0:00,"Thompson, JoAnn",0,7,5
Committee on Housing and Real Estate,11/10/14 0:00,"Thompson, JoAnn",0,8,5
Committee on Housing and Real Estate,7/19/16 0:00,"Sadlowski Garza, Susan",0,12,5
Committee on Human Relations,6/8/16 0:00,"Sawyer, Roderick T.",0,11,5
Committee on License and Consumer Protection,3/13/12 0:00,"Sposato, Nicholas",0,3,5
Committee on License and Consumer Protection,5/3/12 0:00,"Sawyer, Roderick T.",0,3,5
Committee on License and Consumer Protection,7/18/13 0:00,"Sawyer, Roderick T.",0,6,5
Committee on License and Consumer Protection,2/26/14 0:00,"Tunney, Thomas",0,7,5
Committee on License and Consumer Protection,5/5/15 0:00,"Sposato, Nicholas",0,9,5
Committee on License and Consumer Protection,11/17/15 0:00,"Waguespack, Scott",0,10,5
Committee on License and Consumer Protection,9/28/16 0:00,"Silverstein, Debra L.",0,12,5
Committee on Pedestrian and Traffic Safety,10/31/11 0:00,"Quinn, Marty",0,2,5
Committee on Pedestrian and Traffic Safety,12/12/11 0:00,"Munoz, Ricardo",0,2,5
Committee on Pedestrian and Traffic Safety,5/21/14 0:00,"Munoz, Ricardo",0,7,5
Committee on Public Safety,2/7/13 0:00,"Solis, Daniel",0,5,5
Committee on Public Safety,10/3/13 0:00,"Solis, Daniel",0,6,5
"Committee on Special Events, Cultural Affairs and Recreation",6/16/15 0:00,"Sposato, Nicholas",0,9,5
Committee on Transportation and Public Way,2/7/12 0:00,"Maldonado, Roberto",0,3,5
Committee on Transportation and Public Way,1/14/13 0:00,"Reilly, Brendan",0,5,5
Committee on Transportation and Public Way,5/1/13 0:00,"Suarez, Regner Ray",0,5,5
Committee on Transportation and Public Way,1/13/14 0:00,"Suarez, Regner Ray",0,7,5
Committee on Transportation and Public Way,2/3/14 0:00,"Suarez, Regner Ray",0,7,5
Committee on Transportation and Public Way,10/1/14 0:00,"Reilly, Brendan",0,8,5
Committee on Transportation and Public Way,10/7/15 0:00,"Smith, Michele",0,10,5
Committee on Transportation and Public Way,1/6/16 0:00,"Sadlowski Garza, Susan",0,11,5
Committee on Transportation and Public Way,6/15/16 0:00,"Villegas, Gilbert",0,11,5
Committee on Transportation and Public Way,10/25/16 0:00,"Villegas, Gilbert",0,12,5
Committee on Transportation and Public Way,12/7/16 0:00,"Villegas, Gilbert",0,12,5
"Committee on Zoning, Landmarks and Building Standards",1/26/12 0:00,"Thomas, Latasha R.",0,3,5
