Committee on Finance,3/11/16 0:00,"Cappleman, James",1,11
Committee on Finance,3/11/16 0:00,"Moore, David H.",1,11
Committee on Finance,3/11/16 0:00,"Villegas, Gilbert",1,11
Committee on Finance,4/11/16 0:00,"Mell, Deborah",1,11
Committee on Finance,4/11/16 0:00,"Moore, David H.",1,11
Committee on Finance,4/11/16 0:00,"Pawar, Ameya",1,11
Committee on Finance,4/11/16 0:00,"Ramirez-Rosa, Carlos",1,11
Committee on Finance,4/11/16 0:00,"Sadlowski Garza, Susan",1,11
Committee on Finance,4/11/16 0:00,"Scott, Jr. Michael",1,11
Committee on Finance,4/11/16 0:00,"Villegas, Gilbert",1,11
Committee on Finance,5/16/16 0:00,"Cappleman, James",1,11
Committee on Finance,5/16/16 0:00,"Ramirez-Rosa, Carlos",1,11
Committee on Finance,5/16/16 0:00,"Villegas, Gilbert",1,11
Committee on Finance,7/19/16 0:00,"King, Sophia",1,12
Committee on Finance,7/19/16 0:00,"Moore, David H.",1,12
Committee on Finance,7/19/16 0:00,"Ramirez-Rosa, Carlos",1,12
Committee on Finance,7/19/16 0:00,"Scott, Jr. Michael",1,12
Committee on Finance,7/19/16 0:00,"Smith, Michele",1,12
Committee on Finance,9/9/16 0:00,"King, Sophia",1,12
Committee on Finance,9/9/16 0:00,"Mell, Deborah",1,12
Committee on Finance,9/9/16 0:00,"Moore, David H.",1,12
Committee on Finance,9/9/16 0:00,"Ramirez-Rosa, Carlos",1,12
Committee on Finance,9/9/16 0:00,"Santiago, Milagros S.",1,12
Committee on Finance,9/9/16 0:00,"Scott, Jr. Michael",1,12
Committee on Finance,9/9/16 0:00,"Villegas, Gilbert",1,12
Committee on Finance,11/7/16 0:00,"Moore, David H.",1,12
Committee on Finance,11/7/16 0:00,"Pawar, Ameya",1,12
Committee on Finance,11/7/16 0:00,"Santiago, Milagros S.",1,12
Committee on Finance,11/7/16 0:00,"Scott, Jr. Michael",1,12
Committee on Finance,11/14/16 0:00,"Moore, David H.",1,12
Committee on Finance,11/14/16 0:00,"Villegas, Gilbert",1,12
Committee on Finance,12/12/16 0:00,"Moore, David H.",1,12
Committee on Finance,12/12/16 0:00,"Scott, Jr. Michael",1,12
Committee on Health and Environmental Protection,5/12/16 0:00,"Sadlowski Garza, Susan",1,11
Committee on Housing and Real Estate,2/3/11 0:00,"Cullerton, Timothy M.",0,1
Committee on Housing and Real Estate,2/3/11 0:00,"Jackson, Sandi",0,1
Committee on Housing and Real Estate,2/3/11 0:00,"Thompson, JoAnn",0,1
Committee on Housing and Real Estate,3/2/11 0:00,"Cullerton, Timothy M.",0,1
Committee on Housing and Real Estate,3/2/11 0:00,"Jackson, Sandi",0,1
Committee on Housing and Real Estate,3/2/11 0:00,"Thompson, JoAnn",0,1
Committee on Housing and Real Estate,4/6/11 0:00,"Cullerton, Timothy M.",0,1
Committee on Housing and Real Estate,4/6/11 0:00,"Jackson, Sandi",0,1
Committee on Housing and Real Estate,4/6/11 0:00,"Thompson, JoAnn",0,1
Committee on Housing and Real Estate,4/28/11 0:00,"Cullerton, Timothy M.",0,1
Committee on Housing and Real Estate,4/28/11 0:00,"Jackson, Sandi",0,1
Committee on Housing and Real Estate,4/28/11 0:00,"Thompson, JoAnn",0,1
Committee on Housing and Real Estate,6/6/11 0:00,"Burns, William D.",0,1
Committee on Housing and Real Estate,6/6/11 0:00,"Cappleman, James",0,1
Committee on Housing and Real Estate,6/6/11 0:00,"Chandler, Michael D.",0,1
Committee on Housing and Real Estate,6/6/11 0:00,"Cullerton, Timothy M.",0,1
Committee on Housing and Real Estate,6/6/11 0:00,"Jackson, Sandi",0,1
Committee on Housing and Real Estate,6/6/11 0:00,"O'Connor, Mary",0,1
Committee on Housing and Real Estate,6/6/11 0:00,"Sposato, Nicholas",0,1
Committee on Housing and Real Estate,6/6/11 0:00,"Thompson, JoAnn",0,1
Committee on Housing and Real Estate,1/14/15 0:00,"Arena, John",1,9
Committee on Housing and Real Estate,1/14/15 0:00,"Beale, Anthony",1,9
Committee on Housing and Real Estate,1/14/15 0:00,"Cochran, Willie",1,9
Committee on Housing and Real Estate,1/14/15 0:00,"Colon, Rey",1,9
Committee on Housing and Real Estate,1/14/15 0:00,"Fioretti, Bob",1,9
Committee on Housing and Real Estate,1/14/15 0:00,"Foulkes, Toni",1,9
Committee on Housing and Real Estate,1/14/15 0:00,"Graham, Deborah L.",1,9
Committee on Housing and Real Estate,1/14/15 0:00,"Moreno, Proco Joe",1,9
Committee on Housing and Real Estate,1/14/15 0:00,"Reilly, Brendan",1,9
Committee on Housing and Real Estate,1/14/15 0:00,"Solis, Daniel",1,9
Committee on Housing and Real Estate,1/14/15 0:00,"Tunney, Thomas",1,9
Committee on Housing and Real Estate,3/11/15 0:00,"Arena, John",1,9
Committee on Housing and Real Estate,3/11/15 0:00,"Beale, Anthony",1,9
Committee on Housing and Real Estate,3/11/15 0:00,"Brookins, Jr., Howard",1,9
Committee on Housing and Real Estate,3/11/15 0:00,"Cochran, Willie",1,9
Committee on Housing and Real Estate,3/11/15 0:00,"Ervin, Jason C.",1,9
Committee on Housing and Real Estate,3/11/15 0:00,"Fioretti, Bob",1,9
Committee on Housing and Real Estate,3/11/15 0:00,"Foulkes, Toni",1,9
Committee on Housing and Real Estate,3/11/15 0:00,"Hairston, Leslie A.",1,9
Committee on Housing and Real Estate,3/11/15 0:00,"Laurino, Margaret",1,9
Committee on Housing and Real Estate,3/11/15 0:00,"Mitts, Emma",1,9
Committee on Housing and Real Estate,3/11/15 0:00,"O'Connor, Patrick",1,9
Committee on Housing and Real Estate,3/11/15 0:00,"O'Shea, Matthew J.",1,9
Committee on Housing and Real Estate,3/11/15 0:00,"Quinn, Marty",1,9
Committee on Housing and Real Estate,3/11/15 0:00,"Silverstein, Debra L.",1,9
Committee on Housing and Real Estate,3/11/15 0:00,"Smith, Michele",1,9
Committee on Housing and Real Estate,3/11/15 0:00,"Tunney, Thomas",1,9
Committee on Housing and Real Estate,3/11/15 0:00,"Zalewski, Michael R.",1,9
Committee on Housing and Real Estate,4/11/16 0:00,"Beale, Anthony",1,11
Committee on Human Relations,6/7/11 0:00,"Chandler, Michael D.",0,1
Committee on Human Relations,6/7/11 0:00,"Sawyer, Roderick T.",0,1
Committee on Human Relations,6/7/11 0:00,"Smith, Michele",0,1
Committee on Human Relations,6/7/11 0:00,"Thompson, JoAnn",0,1
Committee on Human Relations,6/7/11 0:00,"Hairston, Leslie A.",1,1
Committee on Human Relations,6/7/11 0:00,"O'Connor, Patrick",1,1
Committee on Human Relations,6/7/11 0:00,"Tunney, Thomas",1,1
Committee on Human Relations,6/8/16 0:00,"Cappleman, James",1,11
Committee on Human Relations,6/8/16 0:00,"Cochran, Willie",1,11
Committee on Human Relations,6/8/16 0:00,"Mell, Deborah",1,11
Committee on Human Relations,6/8/16 0:00,"Sposato, Nicholas",1,11
Committee on Human Relations,6/8/16 0:00,"Tunney, Thomas",1,11
Committee on Human Relations,7/13/16 0:00,"Ramirez-Rosa, Carlos",1,12
Committee on Human Relations,9/28/16 0:00,"Burnett, Jr., Walter",1,12
Committee on Human Relations,9/28/16 0:00,"Cardenas, George A.",1,12
Committee on Human Relations,12/5/16 0:00,"Arena, John",1,12
Committee on Human Relations,12/5/16 0:00,"Burke, Edward M.",1,12
Committee on Human Relations,12/5/16 0:00,"Burnett, Jr., Walter",1,12
Committee on Human Relations,12/5/16 0:00,"Mitts, Emma",1,12
Committee on Human Relations,12/5/16 0:00,"Pawar, Ameya",1,12
Committee on License and Consumer Protection,1/27/11 0:00,"Mitts, Emma",0,1
Committee on License and Consumer Protection,1/27/11 0:00,"Moreno, Proco Joe",0,1
Committee on License and Consumer Protection,1/27/11 0:00,"Zalewski, Michael R.",1,1
Committee on License and Consumer Protection,2/28/11 0:00,"Mitts, Emma",0,1
Committee on License and Consumer Protection,2/28/11 0:00,"Moreno, Proco Joe",0,1
Committee on License and Consumer Protection,2/28/11 0:00,"Zalewski, Michael R.",1,1
Committee on License and Consumer Protection,3/30/11 0:00,"Mitts, Emma",0,1
Committee on License and Consumer Protection,3/30/11 0:00,"Moreno, Proco Joe",0,1
Committee on License and Consumer Protection,3/30/11 0:00,"Zalewski, Michael R.",1,1
Committee on License and Consumer Protection,4/27/11 0:00,"Mitts, Emma",0,1
Committee on License and Consumer Protection,4/27/11 0:00,"Moreno, Proco Joe",0,1
Committee on License and Consumer Protection,4/27/11 0:00,"Zalewski, Michael R.",1,1
Committee on License and Consumer Protection,6/6/11 0:00,"Arena, John",0,1
Committee on License and Consumer Protection,6/6/11 0:00,"Cappleman, James",0,1
Committee on License and Consumer Protection,6/6/11 0:00,"Chandler, Michael D.",0,1
Committee on License and Consumer Protection,6/6/11 0:00,"Mitts, Emma",0,1
Committee on License and Consumer Protection,6/6/11 0:00,"Moreno, Proco Joe",0,1
Committee on License and Consumer Protection,6/6/11 0:00,"O'Connor, Mary",0,1
Committee on License and Consumer Protection,6/6/11 0:00,"O'Shea, Matthew J.",0,1
Committee on License and Consumer Protection,6/6/11 0:00,"Quinn, Marty",0,1
Committee on License and Consumer Protection,6/6/11 0:00,"Sawyer, Roderick T.",0,1
Committee on License and Consumer Protection,6/6/11 0:00,"Silverstein, Debra L.",0,1
Committee on License and Consumer Protection,6/6/11 0:00,"Sposato, Nicholas",0,1
Committee on License and Consumer Protection,6/6/11 0:00,"Zalewski, Michael R.",1,1
Committee on License and Consumer Protection,1/14/15 0:00,"Reilly, Brendan",1,9
Committee on License and Consumer Protection,3/11/15 0:00,"Ervin, Jason C.",1,9
Committee on License and Consumer Protection,4/14/15 0:00,"Colon, Rey",1,9
Committee on License and Consumer Protection,4/14/15 0:00,"Cullerton, Timothy M.",1,9
Committee on License and Consumer Protection,4/14/15 0:00,"Mell, Deborah",1,9
